category,question,country,firm_type,n,value,readable,units,note
electricity,generator,DRC,4-large,134,0.7388,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,DRC,3-medium,102,0.6667,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,DRC,2-small,281,0.5089,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,DRC,1-informal,288,0.4028,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Ghana,4-large,219,0.8311,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Ghana,3-medium,139,0.5899,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Ghana,2-small,306,0.3105,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Ghana,1-informal,398,0.0754,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Kenya,4-large,372,0.7608,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Kenya,3-medium,147,0.4898,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Kenya,2-small,203,0.3892,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Kenya,1-informal,242,0.0248,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Myanmar,4-large,225,0.9733,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Myanmar,3-medium,113,0.8938,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Myanmar,2-small,286,0.7762,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Myanmar,1-informal,238,0.5882,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Rwanda,4-large,113,0.708,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Rwanda,3-medium,50,0.56,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Rwanda,2-small,65,0.3231,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
electricity,generator,Rwanda,1-informal,97,0.0619,Percentage that owns a generator,percent, <em>Small</em> is less than 11 employees; <em>medium</em> is from 11 to 20; <em>large</em> is more than 20. 
access_to_finance,bank_account,DRC,4-large,125,0.72,Percentage that owns a bank account,percent
access_to_finance,bank_account,DRC,3-medium,101,0.6535,Percentage that owns a bank account,percent
access_to_finance,bank_account,DRC,2-small,274,0.4416,Percentage that owns a bank account,percent
access_to_finance,bank_account,DRC,1-informal,471,0.1783,Percentage that owns a bank account,percent
access_to_finance,bank_account,Ghana,4-large,220,0.9909,Percentage that owns a bank account,percent
access_to_finance,bank_account,Ghana,3-medium,139,0.9568,Percentage that owns a bank account,percent
access_to_finance,bank_account,Ghana,2-small,308,0.9156,Percentage that owns a bank account,percent
access_to_finance,bank_account,Ghana,1-informal,707,0.4045,Percentage that owns a bank account,percent
access_to_finance,bank_account,Kenya,4-large,370,0.9297,Percentage that owns a bank account,percent
access_to_finance,bank_account,Kenya,3-medium,145,0.9034,Percentage that owns a bank account,percent
access_to_finance,bank_account,Kenya,2-small,201,0.8856,Percentage that owns a bank account,percent
access_to_finance,bank_account,Kenya,1-informal,515,0.3456,Percentage that owns a bank account,percent
access_to_finance,bank_account,Myanmar,4-large,214,0.729,Percentage that owns a bank account,percent
access_to_finance,bank_account,Myanmar,3-medium,109,0.3853,Percentage that owns a bank account,percent
access_to_finance,bank_account,Myanmar,2-small,280,0.1714,Percentage that owns a bank account,percent
access_to_finance,bank_account,Myanmar,1-informal,298,0.047,Percentage that owns a bank account,percent
access_to_finance,bank_account,Rwanda,4-large,110,0.7455,Percentage that owns a bank account,percent
access_to_finance,bank_account,Rwanda,3-medium,50,0.84,Percentage that owns a bank account,percent
access_to_finance,bank_account,Rwanda,2-small,65,0.6308,Percentage that owns a bank account,percent
access_to_finance,bank_account,Rwanda,1-informal,230,0.3565,Percentage that owns a bank account,percent
access_to_finance,loans_/_credit,DRC,4-large,126,0.1825,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,DRC,3-medium,99,0.0808,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,DRC,2-small,272,0.0588,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,DRC,1-informal,474,0.057,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Ghana,4-large,217,0.2719,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Ghana,3-medium,138,0.1449,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Ghana,2-small,304,0.2039,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Ghana,1-informal,708,0.1045,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Kenya,4-large,361,0.4709,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Kenya,3-medium,140,0.3429,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Kenya,2-small,193,0.2798,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Kenya,1-informal,518,0.0888,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Myanmar,4-large,200,0.19,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Myanmar,3-medium,110,0.0636,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Myanmar,2-small,279,0.0502,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Myanmar,1-informal,298,0.0872,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Rwanda,4-large,106,0.5943,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Rwanda,3-medium,49,0.4082,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Rwanda,2-small,64,0.3906,Percentage with access to loans / credit,percent
access_to_finance,loans_/_credit,Rwanda,1-informal,230,0.0826,Percentage with access to loans / credit,percent
electricity,outages,DRC,4-large,123,13,Number of power outages per month,abs
electricity,outages,DRC,3-medium,98,10,Number of power outages per month,abs
electricity,outages,DRC,2-small,243,10,Number of power outages per month,abs
electricity,outages,DRC,1-informal,253,10,Number of power outages per month,abs
electricity,outages,Ghana,4-large,189,7,Number of power outages per month,abs
electricity,outages,Ghana,3-medium,123,7,Number of power outages per month,abs
electricity,outages,Ghana,2-small,256,7,Number of power outages per month,abs
electricity,outages,Ghana,1-informal,328,12,Number of power outages per month,abs
electricity,outages,Kenya,4-large,352,4,Number of power outages per month,abs
electricity,outages,Kenya,3-medium,140,5,Number of power outages per month,abs
electricity,outages,Kenya,2-small,191,4,Number of power outages per month,abs
electricity,outages,Kenya,1-informal,228,5,Number of power outages per month,abs
electricity,outages,Myanmar,4-large,194,10,Number of power outages per month,abs
electricity,outages,Myanmar,3-medium,100,10,Number of power outages per month,abs
electricity,outages,Myanmar,2-small,242,10,Number of power outages per month,abs
electricity,outages,Myanmar,1-informal,227,5,Number of power outages per month,abs
electricity,outages,Rwanda,4-large,102,4,Number of power outages per month,abs
electricity,outages,Rwanda,3-medium,46,4,Number of power outages per month,abs
electricity,outages,Rwanda,2-small,64,2,Number of power outages per month,abs
electricity,outages,Rwanda,1-informal,86,2,Number of power outages per month,abs
owner_characteristics,age,DRC,1-informal,null,37,Owner's age,abs
owner_characteristics,age,Ghana,1-informal,null,34,Owner's age,abs
owner_characteristics,age,Kenya,1-informal,null,34,Owner's age,abs
owner_characteristics,age,Myanmar,1-informal,null,42,Owner's age,abs
owner_characteristics,age,Rwanda,1-informal,null,34,Owner's age,abs
owner_characteristics,experience,DRC,1-informal,null,7,Owner's or manager's years of experience in the sector,abs
owner_characteristics,experience,Ghana,1-informal,null,6.5,Owner's or manager's years of experience in the sector,abs
owner_characteristics,experience,Kenya,1-informal,null,6,Owner's or manager's years of experience in the sector,abs
owner_characteristics,experience,Myanmar,1-informal,null,10,Owner's or manager's years of experience in the sector,abs
owner_characteristics,experience,Rwanda,1-informal,null,5,Owner's or manager's years of experience in the sector,abs
owner_characteristics,owner_university,DRC,1-informal,null,0.246,Owner or manager attended university,percent
owner_characteristics,owner_university,Ghana,1-informal,null,0.043,Owner or manager attended university,percent
owner_characteristics,owner_university,Kenya,1-informal,null,0.025,Owner or manager attended university,percent
owner_characteristics,owner_university,Myanmar,1-informal,null,0.337,Owner or manager attended university,percent
owner_characteristics,owner_university,Rwanda,1-informal,null,0.025,Owner or manager attended university,percent
owner_characteristics,parent_university,DRC,1-informal,null,0.191,Owner's or manager's parent attended university,percent
owner_characteristics,parent_university,Ghana,1-informal,null,0.056,Owner's or manager's parent attended university,percent
owner_characteristics,parent_university,Kenya,1-informal,null,0.024,Owner's or manager's parent attended university,percent
owner_characteristics,parent_university,Myanmar,1-informal,null,0.041,Owner's or manager's parent attended university,percent
owner_characteristics,parent_university,Rwanda,1-informal,null,0.009,Owner's or manager's parent attended university,percent
owner_characteristics,parent_business,DRC,1-informal,null,0.236,Owner's or manager's parent owns a business,percent
owner_characteristics,parent_business,Ghana,1-informal,null,0.478,Owner's or manager's parent owns a business,percent
owner_characteristics,parent_business,Kenya,1-informal,null,0.419,Owner's or manager's parent owns a business,percent
owner_characteristics,parent_business,Myanmar,1-informal,null,0.258,Owner's or manager's parent owns a business,percent
owner_characteristics,parent_business,Rwanda,1-informal,null,0.32,Owner's or manager's parent owns a business,percent
crime,severe_obstacle,DRC,1-informal,479,0.334,Crime is a severe obstacle (informal only),percent
crime,severe_obstacle,Ghana,1-informal,726,0.1667,Crime is a severe obstacle (informal only),percent
crime,severe_obstacle,Kenya,1-informal,528,0.2803,Crime is a severe obstacle (informal only),percent
crime,severe_obstacle,Myanmar,1-informal,296,0.0709,Crime is a severe obstacle (informal only),percent
